Bird Species,Distance Bin,Date,Time,Coordinates,Location,Habitat Type,Time Period,Group Name,Remarks
Black-naped Oriole,2,26th Feb (Monday),08 22,Latitude: 1.30755 | Longitude: 103.77303,8 College Ave E (near CAPT),Urban,08 22 - 08 32,Coppersmith Barbet,
Black-naped Oriole,2,26th Feb (Monday),08 22,Latitude: 1.30755 | Longitude: 103.77303,8 College Ave E (near CAPT),Urban,08 22 - 08 32,Coppersmith Barbet,
Black-naped Oriole,Heard,26th Feb (Monday),08 22,Latitude: 1.30755 | Longitude: 103.77303,8 College Ave E (near CAPT),Urban,08 22 - 08 32,Coppersmith Barbet,
Unknown (might be swiftlet),flyby,26th Feb (Monday),08 22,Latitude: 1.30755 | Longitude: 103.77303,8 College Ave E (near CAPT),Urban,08 22 - 08 32,Coppersmith Barbet,
Unknown (might be swiftlet),flyby,26th Feb (Monday),08 22,Latitude: 1.30755 | Longitude: 103.77303,8 College Ave E (near CAPT),Urban,08 22 - 08 32,Coppersmith Barbet,
Unknown (might be swiftlet),flyby,26th Feb (Monday),08 22,Latitude: 1.30755 | Longitude: 103.77303,8 College Ave E (near CAPT),Urban,08 22 - 08 32,Coppersmith Barbet,
Javan Myna ,1,26th Feb (Monday),08 37,Latitude: 1.30644 | Longitude: 103.77339,26 College Ave E (near Cinnamon College),Urban,08 37 - 08 47,Coppersmith Barbet,
Javan Myna ,1,26th Feb (Monday),08 37,Latitude: 1.30644 | Longitude: 103.77339,26 College Ave E (near Cinnamon College),Urban,08 37 - 08 47,Coppersmith Barbet,
Javan Myna ,1,26th Feb (Monday),08 37,Latitude: 1.30644 | Longitude: 103.77339,26 College Ave E (near Cinnamon College),Urban,08 37 - 08 47,Coppersmith Barbet,
Javan Myna ,Heard,26th Feb (Monday),08 37,Latitude: 1.30644 | Longitude: 103.77339,26 College Ave E (near Cinnamon College),Urban,08 37 - 08 47,Coppersmith Barbet,
Javan Myna ,Heard,26th Feb (Monday),08 37,Latitude: 1.30644 | Longitude: 103.77339,26 College Ave E (near Cinnamon College),Urban,08 37 - 08 47,Coppersmith Barbet,
Javan Myna ,Heard,26th Feb (Monday),08 37,Latitude: 1.30644 | Longitude: 103.77339,26 College Ave E (near Cinnamon College),Urban,08 37 - 08 47,Coppersmith Barbet,
Yellow-vented Bulbul,2,26th Feb (Monday),08 37,Latitude: 1.30644 | Longitude: 103.77339,26 College Ave E (near Cinnamon College),Urban,08 37 - 08 47,Coppersmith Barbet,
Yellow-vented Bulbul,2,26th Feb (Monday),08 37,Latitude: 1.30644 | Longitude: 103.77339,26 College Ave E (near Cinnamon College),Urban,08 37 - 08 47,Coppersmith Barbet,
Rock Pigeon,1,26th Feb (Monday),08 37,Latitude: 1.30644 | Longitude: 103.77339,26 College Ave E (near Cinnamon College),Urban,08 37 - 08 47,Coppersmith Barbet,
Rock Pigeon,1,26th Feb (Monday),08 37,Latitude: 1.30644 | Longitude: 103.77339,26 College Ave E (near Cinnamon College),Urban,08 37 - 08 47,Coppersmith Barbet,
Rock Pigeon,1,26th Feb (Monday),08 37,Latitude: 1.30644 | Longitude: 103.77339,26 College Ave E (near Cinnamon College),Urban,08 37 - 08 47,Coppersmith Barbet,
Rock Pigeon,3,26th Feb (Monday),08 37,Latitude: 1.30644 | Longitude: 103.77339,26 College Ave E (near Cinnamon College),Urban,08 37 - 08 47,Coppersmith Barbet,
Rock Pigeon,3,26th Feb (Monday),08 37,Latitude: 1.30644 | Longitude: 103.77339,26 College Ave E (near Cinnamon College),Urban,08 37 - 08 47,Coppersmith Barbet,
Olive-backed Sunbird,1,26th Feb (Monday),08 37,Latitude: 1.30644 | Longitude: 103.77339,26 College Ave E (near Cinnamon College),Urban,08 37 - 08 47,Coppersmith Barbet,
Black-naped Oriole,2,26th Feb (Monday),08 37,Latitude: 1.30644 | Longitude: 103.77339,26 College Ave E (near Cinnamon College),Urban,08 37 - 08 47,Coppersmith Barbet,
Black-naped Oriole,Heard,26th Feb (Monday),08 37,Latitude: 1.30644 | Longitude: 103.77339,26 College Ave E (near Cinnamon College),Urban,08 37 - 08 47,Coppersmith Barbet,
Black-naped Oriole,Heard,26th Feb (Monday),08 37,Latitude: 1.30644 | Longitude: 103.77339,26 College Ave E (near Cinnamon College),Urban,08 37 - 08 47,Coppersmith Barbet,
Eurasian Tree Sparrow,1,26th Feb (Monday),08 37,Latitude: 1.30644 | Longitude: 103.77339,26 College Ave E (near Cinnamon College),Urban,08 37 - 08 47,Coppersmith Barbet,
Eurasian Tree Sparrow,flyby,26th Feb (Monday),08 37,Latitude: 1.30644 | Longitude: 103.77339,26 College Ave E (near Cinnamon College),Urban,08 37 - 08 47,Coppersmith Barbet,
Eurasian Tree Sparrow,flyby,26th Feb (Monday),08 37,Latitude: 1.30644 | Longitude: 103.77339,26 College Ave E (near Cinnamon College),Urban,08 37 - 08 47,Coppersmith Barbet,
Eurasian Tree Sparrow,flyby,26th Feb (Monday),08 37,Latitude: 1.30644 | Longitude: 103.77339,26 College Ave E (near Cinnamon College),Urban,08 37 - 08 47,Coppersmith Barbet,
Eurasian Tree Sparrow,flyby,26th Feb (Monday),08 37,Latitude: 1.30644 | Longitude: 103.77339,26 College Ave E (near Cinnamon College),Urban,08 37 - 08 47,Coppersmith Barbet,
Eurasian Tree Sparrow,flyby,26th Feb (Monday),08 37,Latitude: 1.30644 | Longitude: 103.77339,26 College Ave E (near Cinnamon College),Urban,08 37 - 08 47,Coppersmith Barbet,
Spotted Dove,1,26th Feb (Monday),08 37,Latitude: 1.30644 | Longitude: 103.77339,26 College Ave E (near Cinnamon College),Urban,08 37 - 08 47,Coppersmith Barbet,
Javan Myna ,3,26th Feb (Monday),09 00,Latitude: 1.30522 | Longitude: 103.77425,36 College Ave E (near UTown Residence),Urban,09 00 - 09 10,Coppersmith Barbet,A lot of loud vehicles and the point is half blocked by the building
Javan Myna ,3,26th Feb (Monday),09 00,Latitude: 1.30522 | Longitude: 103.77425,36 College Ave E (near UTown Residence),Urban,09 00 - 09 10,Coppersmith Barbet,A lot of loud vehicles and the point is half blocked by the building
Javan Myna ,3,26th Feb (Monday),09 00,Latitude: 1.30522 | Longitude: 103.77425,36 College Ave E (near UTown Residence),Urban,09 00 - 09 10,Coppersmith Barbet,A lot of loud vehicles and the point is half blocked by the building
Javan Myna ,2,26th Feb (Monday),09 00,Latitude: 1.30522 | Longitude: 103.77425,36 College Ave E (near UTown Residence),Urban,09 00 - 09 10,Coppersmith Barbet,A lot of loud vehicles and the point is half blocked by the building
Javan Myna ,2,26th Feb (Monday),09 00,Latitude: 1.30522 | Longitude: 103.77425,36 College Ave E (near UTown Residence),Urban,09 00 - 09 10,Coppersmith Barbet,A lot of loud vehicles and the point is half blocked by the building
Javan Myna ,Heard,26th Feb (Monday),09 00,Latitude: 1.30522 | Longitude: 103.77425,36 College Ave E (near UTown Residence),Urban,09 00 - 09 10,Coppersmith Barbet,A lot of loud vehicles and the point is half blocked by the building
Javan Myna ,Heard,26th Feb (Monday),09 00,Latitude: 1.30522 | Longitude: 103.77425,36 College Ave E (near UTown Residence),Urban,09 00 - 09 10,Coppersmith Barbet,A lot of loud vehicles and the point is half blocked by the building
Yellow-vented Bulbul,1,26th Feb (Monday),09 00,Latitude: 1.30522 | Longitude: 103.77425,36 College Ave E (near UTown Residence),Urban,09 00 - 09 10,Coppersmith Barbet,A lot of loud vehicles and the point is half blocked by the building
Yellow-vented Bulbul,1,26th Feb (Monday),09 00,Latitude: 1.30522 | Longitude: 103.77425,36 College Ave E (near UTown Residence),Urban,09 00 - 09 10,Coppersmith Barbet,A lot of loud vehicles and the point is half blocked by the building
Yellow-vented Bulbul,1,26th Feb (Monday),09 00,Latitude: 1.30522 | Longitude: 103.77425,36 College Ave E (near UTown Residence),Urban,09 00 - 09 10,Coppersmith Barbet,A lot of loud vehicles and the point is half blocked by the building
Yellow-vented Bulbul,1,26th Feb (Monday),09 00,Latitude: 1.30522 | Longitude: 103.77425,36 College Ave E (near UTown Residence),Urban,09 00 - 09 10,Coppersmith Barbet,A lot of loud vehicles and the point is half blocked by the building
Yellow-vented Bulbul,Heard,26th Feb (Monday),09 00,Latitude: 1.30522 | Longitude: 103.77425,36 College Ave E (near UTown Residence),Urban,09 00 - 09 10,Coppersmith Barbet,A lot of loud vehicles and the point is half blocked by the building
Yellow-vented Bulbul,Heard,26th Feb (Monday),09 00,Latitude: 1.30522 | Longitude: 103.77425,36 College Ave E (near UTown Residence),Urban,09 00 - 09 10,Coppersmith Barbet,A lot of loud vehicles and the point is half blocked by the building
Rock Pigeon,2,26th Feb (Monday),09 00,Latitude: 1.30522 | Longitude: 103.77425,36 College Ave E (near UTown Residence),Urban,09 00 - 09 10,Coppersmith Barbet,A lot of loud vehicles and the point is half blocked by the building
Olive-backed Sunbird,1,26th Feb (Monday),09 00,Latitude: 1.30522 | Longitude: 103.77425,36 College Ave E (near UTown Residence),Urban,09 00 - 09 10,Coppersmith Barbet,A lot of loud vehicles and the point is half blocked by the building
Olive-backed Sunbird,Heard,26th Feb (Monday),09 00,Latitude: 1.30522 | Longitude: 103.77425,36 College Ave E (near UTown Residence),Urban,09 00 - 09 10,Coppersmith Barbet,A lot of loud vehicles and the point is half blocked by the building
Black-naped Oriole,2,26th Feb (Monday),09 00,Latitude: 1.30522 | Longitude: 103.77425,36 College Ave E (near UTown Residence),Urban,09 00 - 09 10,Coppersmith Barbet,A lot of loud vehicles and the point is half blocked by the building
Black-naped Oriole,Heard,26th Feb (Monday),09 00,Latitude: 1.30522 | Longitude: 103.77425,36 College Ave E (near UTown Residence),Urban,09 00 - 09 10,Coppersmith Barbet,A lot of loud vehicles and the point is half blocked by the building
Black-naped Oriole,Heard,26th Feb (Monday),09 00,Latitude: 1.30522 | Longitude: 103.77425,36 College Ave E (near UTown Residence),Urban,09 00 - 09 10,Coppersmith Barbet,A lot of loud vehicles and the point is half blocked by the building
Black-naped Oriole,flyby,26th Feb (Monday),09 00,Latitude: 1.30522 | Longitude: 103.77425,36 College Ave E (near UTown Residence),Urban,09 00 - 09 10,Coppersmith Barbet,A lot of loud vehicles and the point is half blocked by the building
Black-naped Oriole,flyby,26th Feb (Monday),09 00,Latitude: 1.30522 | Longitude: 103.77425,36 College Ave E (near UTown Residence),Urban,09 00 - 09 10,Coppersmith Barbet,A lot of loud vehicles and the point is half blocked by the building
Black-naped Oriole,flyby,26th Feb (Monday),09 00,Latitude: 1.30522 | Longitude: 103.77425,36 College Ave E (near UTown Residence),Urban,09 00 - 09 10,Coppersmith Barbet,A lot of loud vehicles and the point is half blocked by the building
Black-naped Oriole,flyby,26th Feb (Monday),09 00,Latitude: 1.30522 | Longitude: 103.77425,36 College Ave E (near UTown Residence),Urban,09 00 - 09 10,Coppersmith Barbet,A lot of loud vehicles and the point is half blocked by the building
Black-naped Oriole,flyby,26th Feb (Monday),09 00,Latitude: 1.30522 | Longitude: 103.77425,36 College Ave E (near UTown Residence),Urban,09 00 - 09 10,Coppersmith Barbet,A lot of loud vehicles and the point is half blocked by the building
Spotted Dove,2,26th Feb (Monday),09 00,Latitude: 1.30522 | Longitude: 103.77425,36 College Ave E (near UTown Residence),Urban,09 00 - 09 10,Coppersmith Barbet,A lot of loud vehicles and the point is half blocked by the building
Javan Myna ,2,26th Feb (Monday),09 21,Latitude: 1.30401 | Longitude: 103.77416,College Link Rd (near Hwang's),Urban,09 21 - 09 31,Coppersmith Barbet,Loud cleaning vehicles and the point is 3/4 blocked by buildings in the area
Javan Myna ,2,26th Feb (Monday),09 21,Latitude: 1.30401 | Longitude: 103.77416,College Link Rd (near Hwang's),Urban,09 21 - 09 31,Coppersmith Barbet,Loud cleaning vehicles and the point is 3/4 blocked by buildings in the area
Javan Myna ,3,26th Feb (Monday),09 21,Latitude: 1.30401 | Longitude: 103.77416,College Link Rd (near Hwang's),Urban,09 21 - 09 31,Coppersmith Barbet,Loud cleaning vehicles and the point is 3/4 blocked by buildings in the area
Javan Myna ,3,26th Feb (Monday),09 21,Latitude: 1.30401 | Longitude: 103.77416,College Link Rd (near Hwang's),Urban,09 21 - 09 31,Coppersmith Barbet,Loud cleaning vehicles and the point is 3/4 blocked by buildings in the area
Javan Myna ,1,26th Feb (Monday),09 21,Latitude: 1.30401 | Longitude: 103.77416,College Link Rd (near Hwang's),Urban,09 21 - 09 31,Coppersmith Barbet,Loud cleaning vehicles and the point is 3/4 blocked by buildings in the area
Javan Myna ,Heard,26th Feb (Monday),09 21,Latitude: 1.30401 | Longitude: 103.77416,College Link Rd (near Hwang's),Urban,09 21 - 09 31,Coppersmith Barbet,Loud cleaning vehicles and the point is 3/4 blocked by buildings in the area
Yellow-vented Bulbul,1,26th Feb (Monday),09 21,Latitude: 1.30401 | Longitude: 103.77416,College Link Rd (near Hwang's),Urban,09 21 - 09 31,Coppersmith Barbet,Loud cleaning vehicles and the point is 3/4 blocked by buildings in the area
Yellow-vented Bulbul,1,26th Feb (Monday),09 21,Latitude: 1.30401 | Longitude: 103.77416,College Link Rd (near Hwang's),Urban,09 21 - 09 31,Coppersmith Barbet,Loud cleaning vehicles and the point is 3/4 blocked by buildings in the area
Yellow-vented Bulbul,2,26th Feb (Monday),09 21,Latitude: 1.30401 | Longitude: 103.77416,College Link Rd (near Hwang's),Urban,09 21 - 09 31,Coppersmith Barbet,Loud cleaning vehicles and the point is 3/4 blocked by buildings in the area
Yellow-vented Bulbul,Heard,26th Feb (Monday),09 21,Latitude: 1.30401 | Longitude: 103.77416,College Link Rd (near Hwang's),Urban,09 21 - 09 31,Coppersmith Barbet,Loud cleaning vehicles and the point is 3/4 blocked by buildings in the area
Yellow-vented Bulbul,flyby,26th Feb (Monday),09 21,Latitude: 1.30401 | Longitude: 103.77416,College Link Rd (near Hwang's),Urban,09 21 - 09 31,Coppersmith Barbet,Loud cleaning vehicles and the point is 3/4 blocked by buildings in the area
Olive-backed Sunbird,1,26th Feb (Monday),09 21,Latitude: 1.30401 | Longitude: 103.77416,College Link Rd (near Hwang's),Urban,09 21 - 09 31,Coppersmith Barbet,Loud cleaning vehicles and the point is 3/4 blocked by buildings in the area
Olive-backed Sunbird,Heard,26th Feb (Monday),09 21,Latitude: 1.30401 | Longitude: 103.77416,College Link Rd (near Hwang's),Urban,09 21 - 09 31,Coppersmith Barbet,Loud cleaning vehicles and the point is 3/4 blocked by buildings in the area
Eurasian Tree Sparrow,Heard,26th Feb (Monday),09 21,Latitude: 1.30401 | Longitude: 103.77416,College Link Rd (near Hwang's),Urban,09 21 - 09 31,Coppersmith Barbet,Loud cleaning vehicles and the point is 3/4 blocked by buildings in the area
Eurasian Tree Sparrow,Heard,26th Feb (Monday),09 21,Latitude: 1.30401 | Longitude: 103.77416,College Link Rd (near Hwang's),Urban,09 21 - 09 31,Coppersmith Barbet,Loud cleaning vehicles and the point is 3/4 blocked by buildings in the area
Eurasian Tree Sparrow,Heard,26th Feb (Monday),09 21,Latitude: 1.30401 | Longitude: 103.77416,College Link Rd (near Hwang's),Urban,09 21 - 09 31,Coppersmith Barbet,Loud cleaning vehicles and the point is 3/4 blocked by buildings in the area
Eurasian Tree Sparrow,flyby,26th Feb (Monday),09 21,Latitude: 1.30401 | Longitude: 103.77416,College Link Rd (near Hwang's),Urban,09 21 - 09 31,Coppersmith Barbet,Loud cleaning vehicles and the point is 3/4 blocked by buildings in the area
Eurasian Tree Sparrow,flyby,26th Feb (Monday),09 21,Latitude: 1.30401 | Longitude: 103.77416,College Link Rd (near Hwang's),Urban,09 21 - 09 31,Coppersmith Barbet,Loud cleaning vehicles and the point is 3/4 blocked by buildings in the area
Javan Myna ,2,26th Feb (Monday),09 35,Latitude: 1.30435 | Longitude: 103.77327,"CREATE Tower, 1 Create Way (near Town Green)",Urban,09 35 - 09 45,Coppersmith Barbet,Loud lawnmover on the field
Javan Myna ,2,26th Feb (Monday),09 35,Latitude: 1.30435 | Longitude: 103.77327,"CREATE Tower, 1 Create Way (near Town Green)",Urban,09 35 - 09 45,Coppersmith Barbet,Loud lawnmover on the field
Javan Myna ,2,26th Feb (Monday),09 35,Latitude: 1.30435 | Longitude: 103.77327,"CREATE Tower, 1 Create Way (near Town Green)",Urban,09 35 - 09 45,Coppersmith Barbet,Loud lawnmover on the field
Javan Myna ,2,26th Feb (Monday),09 35,Latitude: 1.30435 | Longitude: 103.77327,"CREATE Tower, 1 Create Way (near Town Green)",Urban,09 35 - 09 45,Coppersmith Barbet,Loud lawnmover on the field
Javan Myna ,2,26th Feb (Monday),09 35,Latitude: 1.30435 | Longitude: 103.77327,"CREATE Tower, 1 Create Way (near Town Green)",Urban,09 35 - 09 45,Coppersmith Barbet,Loud lawnmover on the field
Javan Myna ,2,26th Feb (Monday),09 35,Latitude: 1.30435 | Longitude: 103.77327,"CREATE Tower, 1 Create Way (near Town Green)",Urban,09 35 - 09 45,Coppersmith Barbet,Loud lawnmover on the field
Javan Myna ,2,26th Feb (Monday),09 35,Latitude: 1.30435 | Longitude: 103.77327,"CREATE Tower, 1 Create Way (near Town Green)",Urban,09 35 - 09 45,Coppersmith Barbet,Loud lawnmover on the field
Javan Myna ,2,26th Feb (Monday),09 35,Latitude: 1.30435 | Longitude: 103.77327,"CREATE Tower, 1 Create Way (near Town Green)",Urban,09 35 - 09 45,Coppersmith Barbet,Loud lawnmover on the field
Javan Myna ,2,26th Feb (Monday),09 35,Latitude: 1.30435 | Longitude: 103.77327,"CREATE Tower, 1 Create Way (near Town Green)",Urban,09 35 - 09 45,Coppersmith Barbet,Loud lawnmover on the field
Yellow-vented Bulbul,1,26th Feb (Monday),09 35,Latitude: 1.30435 | Longitude: 103.77327,"CREATE Tower, 1 Create Way (near Town Green)",Urban,09 35 - 09 45,Coppersmith Barbet,Loud lawnmover on the field
Yellow-vented Bulbul,1,26th Feb (Monday),09 35,Latitude: 1.30435 | Longitude: 103.77327,"CREATE Tower, 1 Create Way (near Town Green)",Urban,09 35 - 09 45,Coppersmith Barbet,Loud lawnmover on the field
Yellow-vented Bulbul,2,26th Feb (Monday),09 35,Latitude: 1.30435 | Longitude: 103.77327,"CREATE Tower, 1 Create Way (near Town Green)",Urban,09 35 - 09 45,Coppersmith Barbet,Loud lawnmover on the field
Olive-backed Sunbird,1,26th Feb (Monday),09 35,Latitude: 1.30435 | Longitude: 103.77327,"CREATE Tower, 1 Create Way (near Town Green)",Urban,09 35 - 09 45,Coppersmith Barbet,Loud lawnmover on the field
Olive-backed Sunbird,Heard,26th Feb (Monday),09 35,Latitude: 1.30435 | Longitude: 103.77327,"CREATE Tower, 1 Create Way (near Town Green)",Urban,09 35 - 09 45,Coppersmith Barbet,Loud lawnmover on the field
Eurasian Tree Sparrow,1,26th Feb (Monday),09 35,Latitude: 1.30435 | Longitude: 103.77327,"CREATE Tower, 1 Create Way (near Town Green)",Urban,09 35 - 09 45,Coppersmith Barbet,Loud lawnmover on the field
Eurasian Tree Sparrow,Heard,26th Feb (Monday),09 35,Latitude: 1.30435 | Longitude: 103.77327,"CREATE Tower, 1 Create Way (near Town Green)",Urban,09 35 - 09 45,Coppersmith Barbet,Loud lawnmover on the field
Eurasian Tree Sparrow,flyby,26th Feb (Monday),09 35,Latitude: 1.30435 | Longitude: 103.77327,"CREATE Tower, 1 Create Way (near Town Green)",Urban,09 35 - 09 45,Coppersmith Barbet,Loud lawnmover on the field
Javan Myna ,1,26th Feb (Monday),10 05,Latitude: 1.30150 | Longitude: 103.77558,AYE (near the wind tunnel facility),Urban,10 05 - 10 15,Coppersmith Barbet,Point was half blocked by building in the area
Javan Myna ,1,26th Feb (Monday),10 05,Latitude: 1.30150 | Longitude: 103.77558,AYE (near the wind tunnel facility),Urban,10 05 - 10 15,Coppersmith Barbet,Point was half blocked by building in the area
Javan Myna ,2,26th Feb (Monday),10 05,Latitude: 1.30150 | Longitude: 103.77558,AYE (near the wind tunnel facility),Urban,10 05 - 10 15,Coppersmith Barbet,Point was half blocked by building in the area
Javan Myna ,2,26th Feb (Monday),10 05,Latitude: 1.30150 | Longitude: 103.77558,AYE (near the wind tunnel facility),Urban,10 05 - 10 15,Coppersmith Barbet,Point was half blocked by building in the area
